subject,idna_subject,expiration_date,epoch,registrar
005desj-verfact1.com,005desj-verfact1.com,01-aug-2021,1627776000.0,
005desj-verfact1.com,005desj-verfact1.com,01-aug-2021,1627776000.0,
005verf-desj01controle.com,005verf-desj01controle.com,08-aug-2021,1628380800.0,
005verf-desj01controle.com,005verf-desj01controle.com,08-aug-2021,1628380800.0,
005verf-desjcontrole01.com,005verf-desjcontrole01.com,09-aug-2021,1628467200.0,
005verf-desjcontrole01.com,005verf-desjcontrole01.com,09-aug-2021,1628467200.0,
0101010scotia-rst.agency,0101010scotia-rst.agency,19-aug-2021,1629331200.0,
0101010scotia-rst.agency,0101010scotia-rst.agency,19-aug-2021,1629331200.0,
01m0n3ym4il00set.com,01m0n3ym4il00set.com,05-jul-2021,1625443200.0,
01m0n3ym4il00set.com,01m0n3ym4il00set.com,05-jul-2021,1625443200.0,
027sn.com,027sn.com,16-jul-2021,1626393600.0,
027sn.com,027sn.com,16-jul-2021,1626393600.0,
039026.com,039026.com,04-aug-2021,1628035200.0,
039026.com,039026.com,04-aug-2021,1628035200.0,
05verf-desjaction1.com,05verf-desjaction1.com,05-aug-2021,1628121600.0,
05verf-desjaction1.com,05verf-desjaction1.com,05-aug-2021,1628121600.0,
0851sn.com,0851sn.com,04-jul-2021,1625356800.0,
0851sn.com,0851sn.com,04-jul-2021,1625356800.0,
0clbc.com,0clbc.com,04-jul-2021,1625356800.0,
0clbc.com,0clbc.com,04-jul-2021,1625356800.0,
0fficemanagement.com,0fficemanagement.com,20-aug-2021,1629417600.0,
0fficemanagement.com,0fficemanagement.com,20-aug-2021,1629417600.0,
0ne.me,0ne.me,26-jul-2021,1627257600.0,
0ne.me,0ne.me,26-jul-2021,1627257600.0,
0nlinenojima.com,0nlinenojima.com,18-aug-2021,1629244800.0,
0nlinenojima.com,0nlinenojima.com,18-aug-2021,1629244800.0,
1-online.top,1-online.top,19-aug-2021,1629331200.0,
1-online.top,1-online.top,19-aug-2021,1629331200.0,
100milesmanhattan.com,100milesmanhattan.com,06-nov-2024,1730851200.0,
100milesmanhattan.com,100milesmanhattan.com,06-nov-2024,1730851200.0,
1080my.com,1080my.com,21-jul-2021,1626825600.0,
1080my.com,1080my.com,21-jul-2021,1626825600.0,
10best3dprinters.net,10best3dprinters.net,19-aug-2021,1629331200.0,
10best3dprinters.net,10best3dprinters.net,19-aug-2021,1629331200.0,
10bet.com,10bet.com,17-jul-2021,1626480000.0,
10bet.com,10bet.com,17-jul-2021,1626480000.0,
10sabad.com,10sabad.com,24-jul-2021,1627084800.0,
10sabad.com,10sabad.com,24-jul-2021,1627084800.0,
123formbuilder.com,123formbuilder.com,21-jan-2024,1705795200.0,
123formbuilder.com,123formbuilder.com,21-jan-2024,1705795200.0,
12649.com,12649.com,29-jan-2024,1706486400.0,
12649.com,12649.com,29-jan-2024,1706486400.0,
1366222.com,1366222.com,22-sep-2021,1632268800.0,
1366222.com,1366222.com,22-sep-2021,1632268800.0,
13stages.com,13stages.com,28-nov-2027,1827360000.0,
13stages.com,13stages.com,28-nov-2027,1827360000.0,
150-update.com,150-update.com,08-jul-2021,1625702400.0,
150-update.com,150-update.com,08-jul-2021,1625702400.0,
150-webapp.com,150-webapp.com,07-jul-2021,1625616000.0,
150-webapp.com,150-webapp.com,07-jul-2021,1625616000.0,
1773657.com,1773657.com,03-nov-2021,1635897600.0,
1773657.com,1773657.com,03-nov-2021,1635897600.0,
191gm.com,191gm.com,22-dec-2021,1640131200.0,
191gm.com,191gm.com,22-dec-2021,1640131200.0,
194433.com,194433.com,03-nov-2021,1635897600.0,
194433.com,194433.com,03-nov-2021,1635897600.0,
1admarkt-marktplaats.com,1admarkt-marktplaats.com,07-jul-2021,1625616000.0,
1admarkt-marktplaats.com,1admarkt-marktplaats.com,07-jul-2021,1625616000.0,
1asaptransport.com,1asaptransport.com,20-apr-2023,1681948800.0,
1asaptransport.com,1asaptransport.com,20-apr-2023,1681948800.0,
1billionmission.com,1billionmission.com,08-jun-2026,1780876800.0,
1billionmission.com,1billionmission.com,08-jun-2026,1780876800.0,
1choicepizzacurry.com,1choicepizzacurry.com,08-jul-2021,1625702400.0,
1choicepizzacurry.com,1choicepizzacurry.com,08-jul-2021,1625702400.0,
1coxplate.com,1coxplate.com,24-jul-2021,1627084800.0,
1coxplate.com,1coxplate.com,24-jul-2021,1627084800.0,
1desj-lcdverf.com,1desj-lcdverf.com,07-aug-2021,1628294400.0,
1desj-lcdverf.com,1desj-lcdverf.com,07-aug-2021,1628294400.0,
1ntera-c.com,1ntera-c.com,13-aug-2021,1628812800.0,
1ntera-c.com,1ntera-c.com,13-aug-2021,1628812800.0,
1nvoice.info,1nvoice.info,04-aug-2021,1628035200.0,
1nvoice.info,1nvoice.info,04-aug-2021,1628035200.0,
